Course Name,State,Tee Colour,Gender,Slope Rating,Course Rating,Par Total,Hole 1 Par,Hole 1 SI,Hole 2 Par,Hole 2 SI,Hole 3 Par,Hole 3 SI,Hole 4 Par,Hole 4 SI,Hole 5 Par,Hole 5 SI,Hole 6 Par,Hole 6 SI,Hole 7 Par,Hole 7 SI,Hole 8 Par,Hole 8 SI,Hole 9 Par,Hole 9 SI,Hole 10 Par,Hole 10 SI,Hole 11 Par,Hole 11 SI,Hole 12 Par,Hole 12 SI,Hole 13 Par,Hole 13 SI,Hole 14 Par,Hole 14 SI,Hole 15 Par,Hole 15 SI,Hole 16 Par,Hole 16 SI,Hole 17 Par,Hole 17 SI,Hole 18 Par,Hole 18 SI
Tallwoods Golf Resort,NSW,Red,Male,118,68.9,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
Tallwoods Golf Resort,NSW,Red,Female,131,73,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
Tallwoods Golf Resort,NSW,Yellow,Male,110,64.1,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
Tallwoods Golf Resort,NSW,Yellow,Female,126,69,72,4,0,3,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,5,0,3,0,5,0,3,0,4,0,5,0
Maitland Golf Club,NSW,Blue,Male,129,72,71,4,12,4,6,3,2,5,14,3,4,4,18,5,10,4,8,4,16,4,1,3,11,4,9,3,7,5,5,5,15,4,13,3,17,4,3
Maitland Golf Club,NSW,Blue,Female,127,72.5,71,4,0,4,0,3,0,5,0,3,0,4,0,5,0,4,0,4,0,4,0,3,0,4,0,3,0,5,0,5,0,4,0,3,0,4,0
Maitland Golf Club,NSW,White,Male,119,69.5,71,4,0,4,0,3,0,5,0,3,0,4,0,5,0,4,0,4,0,4,0,3,0,4,0,3,0,5,0,5,0,4,0,3,0,4,0
Maitland Golf Club,NSW,White,Female,123,70.6,71,4,0,4,0,3,0,5,0,3,0,4,0,5,0,4,0,4,0,4,0,3,0,4,0,3,0,5,0,5,0,4,0,3,0,4,0
Maitland Golf Club,NSW,Red,Male,117,68.1,71,4,0,4,0,3,0,5,0,3,0,4,0,5,0,4,0,4,0,4,0,3,0,4,0,3,0,5,0,5,0,4,0,3,0,4,0
Maitland Golf Club,NSW,Red,Female,122,68,71,4,0,4,0,3,0,5,0,3,0,4,0,5,0,4,0,4,0,4,0,3,0,4,0,3,0,5,0,5,0,4,0,3,0,4,0
Hunter Valley Golf & Country Club,NSW,Blue,Male,128,71.3,71,4,14,4,16,3,18,3,7,4,10,4,4,4,1,3,3,5,5,3,6,4,17,4,8,4,2,5,13,4,11,5,15,3,9,5,12
Hunter Valley Golf & Country Club,NSW,Blue,Female,133,75.5,71,4,0,4,0,3,0,3,0,4,0,4,0,4,0,3,0,5,0,3,0,4,0,4,0,4,0,5,0,4,0,5,0,3,0,5,0
Hunter Valley Golf & Country Club,NSW,White,Male,126,69,71,4,0,4,0,3,0,3,0,4,0,4,0,4,0,3,0,5,0,3,0,4,0,4,0,4,0,5,0,4,0,5,0,3,0,5,0
Hunter Valley Golf & Country Club,NSW,White,Female,128,73.3,71,4,0,4,0,3,0,3,0,4,0,4,0,4,0,3,0,5,0,3,0,4,0,4,0,4,0,5,0,4,0,5,0,3,0,5,0
Hunter Valley Golf & Country Club,NSW,Red,Male,120,69.9,71,4,0,4,0,3,0,3,0,4,0,4,0,4,0,3,0,5,0,3,0,4,0,4,0,4,0,5,0,4,0,5,0,3,0,5,0
Hunter Valley Golf & Country Club,NSW,Red,Female,128,71.7,71,4,0,4,0,3,0,3,0,4,0,4,0,4,0,3,0,5,0,3,0,4,0,4,0,4,0,5,0,4,0,5,0,3,0,5,0
Cypress Lakes Resort,NSW,Blue,Male,150,76,72,4,0,5,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,4,0,3,0,5,0,4,0,4,0,5,0,3,0,4,0,4,0
Cypress Lakes Resort,NSW,White,Male,144,74,72,4,0,5,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,4,0,3,0,5,0,4,0,4,0,5,0,3,0,4,0,4,0
Cypress Lakes Resort,NSW,Red,Female,138,77,72,4,0,5,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,4,0,3,0,5,0,4,0,4,0,5,0,3,0,4,0,4,0
The Vintage Golf Club,NSW,Championship,Male,147,74,71,4,0,4,0,3,0,5,0,4,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0,4,0,5,0,4,0,3,0,4,0,4,0
The Vintage Golf Club,NSW,Blue,Male,140,72,71,4,0,4,0,3,0,5,0,4,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0,4,0,5,0,4,0,3,0,4,0,4,0
The Vintage Golf Club,NSW,Red,Female,135,76,71,4,0,4,0,3,0,5,0,4,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0,4,0,5,0,4,0,3,0,4,0,4,0
Belmont Golf Club,NSW,Blue,Male,125,72,72,4,17,4,9,3,5,5,15,3,1,4,11,4,3,4,13,5,7,5,2,4,8,3,16,4,12,3,4,4,10,5,18,4,14,4,6
Belmont Golf Club,NSW,Blue,Female,131,74.5,72,4,0,4,0,3,0,5,0,3,0,4,0,4,0,4,0,5,0,5,0,4,0,3,0,4,0,3,0,4,0,5,0,4,0,4,0
Belmont Golf Club,NSW,Red,Male,119,69.3,72,4,17,4,9,3,5,5,15,3,1,4,11,4,3,4,13,5,7,5,2,4,8,3,16,4,12,3,4,4,10,5,18,4,14,4,6
Belmont Golf Club,NSW,Red,Female,128,74,72,4,0,4,0,3,0,5,0,3,0,4,0,4,0,4,0,5,0,5,0,4,0,3,0,4,0,3,0,4,0,5,0,4,0,4,0
Wollongong Golf Club,NSW,Black,Male,129,71.5,70,5,14,4,8,3,16,4,18,3,4,4,6,4,12,3,10,5,2,3,17,4,1,3,5,4,9,5,7,4,3,4,11,3,15,5,13
Wollongong Golf Club,NSW,Blue,Male,127,70.3,70,5,14,4,8,3,16,4,18,3,4,4,6,4,12,3,10,5,2,3,17,4,1,3,5,4,9,5,7,4,3,4,11,3,15,5,13
Wollongong Golf Club,NSW,Yellow,Male,122,68.9,70,5,14,4,8,3,16,4,18,3,4,4,6,4,12,3,10,5,2,3,17,4,1,3,5,4,9,5,7,4,3,4,11,3,15,5,13
Wollongong Golf Club,NSW,Red,Female,133,73.7,70,5,13,4,17,3,3,4,9,3,7,4,5,4,1,3,15,5,11,3,16,4,4,3,8,4,18,5,10,4,14,4,6,3,12,5,2
Wollongong Golf Club,NSW,White,Female,127,70.7,70,5,13,4,17,3,3,4,9,3,7,4,5,4,1,3,15,5,11,3,16,4,4,3,8,4,18,5,10,4,14,4,6,3,12,5,2
Bougle Run,TAS,Mens,Male,99,55.8,44,3,1,3,3,3,5,4,7,3,9,3,11,3,13,4,15,3,17,3,2,3,4,3,6,3,8,3,10,0,0,0,0,0,0,0,0
Bougle Run,TAS,Ladies,Female,101,57.1,44,3,1,3,3,3,5,4,7,3,9,3,11,3,13,4,15,3,17,3,2,3,4,3,6,3,8,3,10,0,0,0,0,0,0,0,0
Brighton Lakes Golf Club,NSW,Black,Male,134,71.0,70,5,8,3,17,4,5,4,11,4,7,4,9,5,6,3,16,4,2,3,15,4,3,4,12,5,4,3,14,5,10,3,18,4,1,3,13
Brighton Lakes Golf Club,NSW,White,Male,132,70.0,70,5,8,3,17,4,5,4,11,4,7,4,9,5,6,3,16,4,2,3,15,4,3,4,12,5,4,3,14,5,10,3,18,4,1,3,13
Brighton Lakes Golf Club,NSW,Red,Female,109,65.1,70,5,0,3,0,4,0,4,0,4,0,4,0,5,0,3,0,4,0,3,0,4,0,4,0,5,0,3,0,5,0,3,0,4,0,3,0
Barnbougle Dunes,TAS,Forrester,Male,132,72,71,5,10,4,4,4,13,4,17,3,9,4,5,3,12,4,1,4,8,4,6,5,16,4,14,3,11,5,15,4,7,3,18,4,3,4,2
Barnbougle Lost Farm,TAS,Black,Male,132,73,72,5,0,4,0,4,0,3,0,4,0,3,0,4,0,5,0,4,0,5,0,4,0,5,0,4,0,4,0,3,0,4,0,3,0,4,0
Barnbougle Lost Farm,TAS,Blue,Male,118,73,72,5,12,4,10,4,17,3,18,4,14,3,9,4,11,5,1,4,16,5,4,4,8,5,7,4,5,4,15,3,3,4,6,3,2,4,13
Dunheved Golf Club,NSW,Blue,Male,135,73,72,4,12,5,17,4,6,3,4,5,11,4,3,4,16,3,9,4,1,4,2,3,8,5,13,3,15,4,14,5,18,5,10,3,7,4,5
Dunheved Golf Club,NSW,Blue,Female,140,78.3,72,4,0,5,0,4,0,3,0,5,0,4,0,4,0,3,0,4,0,4,0,3,0,5,0,3,0,4,0,5,0,5,0,3,0,4,0
Dunheved Golf Club,NSW,Red,Male,122,68,72,4,0,5,0,4,0,3,0,5,0,4,0,4,0,3,0,4,0,4,0,3,0,5,0,3,0,4,0,5,0,5,0,3,0,4,0
Dunheved Golf Club,NSW,Red,Female,135,74,72,4,0,5,0,4,0,3,0,5,0,4,0,4,0,3,0,4,0,4,0,3,0,5,0,3,0,4,0,5,0,5,0,3,0,4,0
Leonay Golf Club,NSW,White,Male,113,67,66,4,14,3,16,4,1,3,13,4,4,3,8,4,7,4,5,3,10,3,11,5,12,4,2,3,17,3,18,4,15,5,6,4,3,3,9
Leonay Golf Club,NSW,White,Female,123,71,66,4,0,3,0,4,0,3,0,4,0,3,0,4,0,4,0,3,0,3,0,5,0,4,0,3,0,3,0,4,0,5,0,4,0,3,0
Leonay Golf Club,NSW,Red,Male,112,65,66,4,0,3,0,4,0,3,0,4,0,3,0,4,0,4,0,3,0,3,0,5,0,4,0,3,0,3,0,4,0,5,0,4,0,3,0
Leonay Golf Club,NSW,Red,Female,121,70,66,4,0,3,0,4,0,3,0,4,0,3,0,4,0,4,0,3,0,3,0,5,0,4,0,3,0,3,0,4,0,5,0,4,0,3,0
Twin Creeks Golf & Country Club,NSW,Black,Male,132,74,72,4,5,3,11,4,17,4,3,5,15,3,9,4,13,4,1,5,7,4,6,5,16,4,18,4,8,3,14,5,10,4,2,3,12,4,4
Twin Creeks Golf & Country Club,NSW,Black,Female,141,78.8,72,4,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,5,0,4,0,5,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0
Twin Creeks Golf & Country Club,NSW,Gold,Male,130,72,72,4,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,5,0,4,0,5,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0
Twin Creeks Golf & Country Club,NSW,Gold,Female,138,77.7,72,4,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,5,0,4,0,5,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0
Twin Creeks Golf & Country Club,NSW,Silver,Male,128,70,72,4,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,5,0,4,0,5,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0
Twin Creeks Golf & Country Club,NSW,Silver,Female,134,75.7,72,4,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,5,0,4,0,5,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0
Twin Creeks Golf & Country Club,NSW,Jade,Male,123,68,72,4,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,5,0,4,0,5,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0
Twin Creeks Golf & Country Club,NSW,Jade,Female,136,74.1,72,4,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,5,0,4,0,5,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0
Springwood Country Club,NSW,Blue,Male,126,69.7,69,4,2,5,4,3,8,4,12,4,6,3,18,4,10,3,14,4,16,4,17,4,9,4,13,3,3,4,1,5,11,4,7,4,5,3,15
Springwood Country Club,NSW,Red,Male,124,68.9,69,4,2,5,4,3,8,4,12,4,6,3,18,4,10,3,14,4,16,4,17,4,9,4,13,3,3,4,1,5,11,4,7,4,5,3,15
Springwood Country Club,NSW,Yellow,Male,105,63.1,69,4,2,5,4,3,8,4,12,4,6,3,18,4,10,3,14,4,16,4,17,4,9,4,13,3,3,4,1,5,11,4,7,4,5,3,15
Springwood Country Club,NSW,Red,Female,127,74.1,71,4,13,5,1,3,11,4,9,4,5,4,17,4,3,3,15,4,7,4,12,4,6,4,8,3,10,4,14,5,2,4,4,4,16,4,18
Springwood Country Club,NSW,Yellow,Female,124,72.9,71,4,13,5,1,3,11,4,9,4,5,4,17,4,3,3,15,4,7,4,12,4,6,4,8,3,10,4,14,5,2,4,4,4,16,4,18
Mollymook Hilltop,NSW,White,Male,134,72.6,72,4,13,4,3,4,1,4,9,3,17,5,11,4,15,5,7,3,5,4,4,4,18,3,12,5,10,4,2,4,8,4,6,3,16,5,14
Mollymook Hilltop,NSW,Red,Female,131,75.3,69,4,10,4,6,4,4,4,16,3,18,3,14,4,12,4,8,5,2,3,13,4,9,4,11,3,15,4,1,4,7,4,5,3,17,5,3
Mollymook Hilltop,NSW,Blue,Male,137,74.2,72,4,15,4,5,4,1,4,9,3,17,5,13,4,7,5,3,3,11,4,18,4,12,3,8,5,4,4,2,4,10,4,6,3,16,5,14
Nowra Golf Club,NSW,Members,Male,121,70.7,68,4,13,4,11,4,3,3,17,4,9,4,1,4,15,3,5,4,7,4,15,4,11,3,7,4,17,5,9,4,1,3,13,3,3,4,5
Nowra Golf Club,NSW,Ladies,Female,124,71.3,68,4,13,4,11,4,3,3,17,4,9,4,1,4,15,3,5,4,7,4,15,4,11,3,7,4,17,5,9,4,1,3,13,3,3,4,5
Ashlar Golf Club,NSW,Blue,Male,116,68.6,71,5,18,3,8,4,12,3,4,5,14,4,6,5,10,4,2,3,16,4,5,4,11,4,1,3,15,4,7,5,13,4,3,4,17,3,9
Ashlar Golf Club,NSW,Red,Female,109,64.4,73,5,1,4,17,4,5,3,13,5,9,4,3,5,11,4,7,4,15,4,8,4,16,4,4,3,14,4,18,5,2,4,6,4,12,3,10
Castle Hill Country Club,NSW,Black,Male,134,73,72,5,12,3,8,4,2,3,18,5,10,4,16,4,6,4,14,4,4,4,1,3,13,4,15,4,3,4,7,5,11,4,17,3,9,5,5
Castle Hill Country Club,NSW,Black,Female,139,78,72,5,0,3,0,4,0,3,0,5,0,4,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,5,0
Castle Hill Country Club,NSW,Blue,Male,128,71,72,5,12,3,8,4,2,3,18,5,10,4,16,4,6,4,14,4,4,4,1,3,13,4,15,4,3,4,7,5,11,4,17,3,9,5,5
Castle Hill Country Club,NSW,Blue,Female,136,76.9,72,5,0,3,0,4,0,3,0,5,0,4,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,5,0
Castle Hill Country Club,NSW,White,Male,124,70,72,5,12,3,8,4,2,3,18,5,10,4,16,4,6,4,14,4,4,4,1,3,13,4,15,4,3,4,7,5,11,4,17,3,9,5,5
Castle Hill Country Club,NSW,White,Female,124,72,72,5,0,3,0,4,0,3,0,5,0,4,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,5,0
Castle Hill Country Club,NSW,Red,Male,124,72,72,5,0,3,0,4,0,3,0,5,0,4,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,5,0
Castle Hill Country Club,NSW,Red,Female,125,74,72,5,0,3,0,4,0,3,0,5,0,4,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,5,0
Castle Hill Country Club,NSW,Gold,Male,111,65.1,72,5,0,3,0,4,0,3,0,5,0,4,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,5,0
Castle Hill Country Club,NSW,Gold,Female,124,70.2,72,5,0,3,0,4,0,3,0,5,0,4,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,5,0
Cumberland Country Golf Club,NSW,Members,Male,127,70,72,4,15,5,3,3,6,5,13,3,4,4,2,4,12,4,8,5,17,4,10,3,9,5,5,3,14,4,1,4,7,3,18,4,16,5,11
Cumberland Country Golf Club,NSW,Members,Female,136,76.6,72,4,0,5,0,3,0,5,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,5,0,3,0,4,0,4,0,3,0,4,0,5,0
Cumberland Country Golf Club,NSW,Associates,Male,122,71.4,72,4,0,5,0,3,0,5,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,5,0,3,0,4,0,4,0,3,0,4,0,5,0
Cumberland Country Golf Club,NSW,Associates,Female,132,73,72,4,0,5,0,3,0,5,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,5,0,3,0,4,0,4,0,3,0,4,0,5,0
Muirfield Golf Club,NSW,White (Men's),Male,119,68.2,69,5,12,3,14,4,10,4,9,4,2,3,18,4,6,4,5,3,8,4,3,3,7,4,1,5,13,4,16,3,11,4,4,4,15,4,17
Muirfield Golf Club,NSW,White (Men's),Female,132,74.7,69,5,0,3,0,4,0,4,0,4,0,3,0,4,0,4,0,3,0,4,0,3,0,4,0,5,0,4,0,3,0,4,0,4,0,4,0
Muirfield Golf Club,NSW,Red (Ladies'),Male,121,70.6,69,5,0,3,0,4,0,4,0,4,0,3,0,4,0,4,0,3,0,4,0,3,0,4,0,5,0,4,0,3,0,4,0,4,0,4,0
Muirfield Golf Club,NSW,Red (Ladies'),Female,125,72.6,69,5,0,3,0,4,0,4,0,4,0,3,0,4,0,4,0,3,0,4,0,3,0,4,0,5,0,4,0,3,0,4,0,4,0,4,0
Oatlands Golf Club,NSW,White,Male,126,70,70,4,0,3,0,4,0,4,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,3,0,5,0,4,0,5,0,4,0,4,0,3,0
Oatlands Golf Club,NSW,White,Female,133,75.3,70,4,0,3,0,4,0,4,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,3,0,5,0,4,0,5,0,4,0,4,0,3,0
Oatlands Golf Club,NSW,Red,Male,123,71.7,70,4,0,3,0,4,0,4,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,3,0,5,0,4,0,5,0,4,0,4,0,3,0
Oatlands Golf Club,NSW,Red,Female,126,73,70,4,0,3,0,4,0,4,0,3,0,4,0,4,0,5,0,3,0,4,0,4,0,3,0,5,0,4,0,5,0,4,0,4,0,3,0
Fox Hills Golf Club,NSW,Black,Male,131,71.5,71,5,0,3,0,4,0,4,0,5,0,4,0,4,0,4,0,3,0,4,0,3,0,4,0,5,0,4,0,4,0,3,0,4,0,4,0
Fox Hills Golf Club,NSW,Blue,Male,129,70.5,71,5,0,3,0,4,0,4,0,5,0,4,0,4,0,4,0,3,0,4,0,3,0,4,0,5,0,4,0,4,0,3,0,4,0,4,0
Fox Hills Golf Club,NSW,White,Male,127,69.5,71,5,0,3,0,4,0,4,0,5,0,4,0,4,0,4,0,3,0,4,0,3,0,4,0,5,0,4,0,4,0,3,0,4,0,4,0
Fox Hills Golf Club,NSW,Red,Female,124,71,71,5,0,3,0,4,0,4,0,5,0,4,0,4,0,4,0,3,0,4,0,3,0,4,0,5,0,4,0,4,0,3,0,4,0,4,0
Fairfield Golf Course,NSW,Men,Male,108,65,67,4,0,4,0,3,0,4,0,3,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0
Fairfield Golf Course,NSW,Ladies,Female,108,68,67,4,0,4,0,3,0,4,0,3,0,3,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0
Ryde-Parramatta Golf Club,NSW,Blue,Male,136,72,71,4,3,4,10,4,12,3,16,5,18,4,5,3,14,4,8,4,1,4,2,5,4,3,17,4,9,4,13,4,15,4,11,3,6,5,7
Ryde-Parramatta Golf Club,NSW,Blue,Female,0,0,71,4,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,5,0
Ryde-Parramatta Golf Club,NSW,White,Male,124,71.3,71,4,3,4,10,4,12,3,16,5,18,4,5,3,14,4,8,4,1,4,2,5,4,3,17,4,9,4,13,4,15,4,11,3,6,5,7
Ryde-Parramatta Golf Club,NSW,White,Female,0,0,71,4,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,5,0
Ryde-Parramatta Golf Club,NSW,Red,Male,0,0,71,4,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,5,0
Ryde-Parramatta Golf Club,NSW,Red,Female,131,74.5,71,4,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0,4,0,4,0,5,0,3,0,4,0,4,0,4,0,4,0,3,0,5,0
Richmond Golf Club,NSW,Blue,Male,127,70.3,70,5,10,3,18,4,8,4,5,4,6,5,15,4,13,3,12,4,2,3,9,4,4,3,11,4,3,4,1,3,7,5,16,4,14,4,17
Richmond Golf Club,NSW,Blue,Female,131,74.5,70,5,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,4,0,3,0,4,0,3,0,4,0,4,0,3,0,5,0,4,0,4,0
Richmond Golf Club,NSW,White,Male,124,69.3,70,5,0,3,0,4,0,4,0,4,0,5,0,4,0,3,0,4,0,3,0,4,0,3,0,4,0,4,0,3,0,5,0,4,0,4,0
